Jahr,Gebiet-Schlüssel,Variabel,Anzahl,Stadtteil,Stadtbezirke,Dimension,Gruppe
2017,DX22,BEVTOTAAL,34300,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2016,DX01,BEVTOTAAL,43476,DX01 Centrum-West,A Centrum,Bevölkerung,
2016,DX02,BEVTOTAAL,43023,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2016,DX03,BEVTOTAAL,36116,DX03 Westerpark,E West,Bevölkerung,
2016,DX04,BEVTOTAAL,35065,DX04 Bos en Lommer,E West,Bevölkerung,
2016,DX05,BEVTOTAAL,72783,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2016,DX06,BEVTOTAAL,44740,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2016,DX07,BEVTOTAAL,38560,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2016,DX08,BEVTOTAAL,28465,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2016,DX09,BEVTOTAAL,37632,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2016,DX10,BEVTOTAAL,54534,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2016,DX11,BEVTOTAAL,23931,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2016,DX12,BEVTOTAAL,64793,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2016,DX13,BEVTOTAAL,34863,DX13 Oud-Oost,M Oost,Bevölkerung,
2016,DX14,BEVTOTAAL,41464,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2016,DX15,BEVTOTAAL,33450,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2016,DX16,BEVTOTAAL,22644,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2016,DX17,BEVTOTAAL,37154,DX17 Noord-West,N Noord,Bevölkerung,
2016,DX18,BEVTOTAAL,26833,DX18 Oud-Noord,N Noord,Bevölkerung,
2016,DX19,BEVTOTAAL,28930,DX19 Noord-Oost,N Noord,Bevölkerung,
2016,DX20,BEVTOTAAL,24419,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2016,DX21,BEVTOTAAL,27260,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2016,DX22,BEVTOTAAL,34378,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2015,DX01,BEVTOTAAL,43585,DX01 Centrum-West,A Centrum,Bevölkerung,
2015,DX02,BEVTOTAAL,42833,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2015,DX03,BEVTOTAAL,36330,DX03 Westerpark,E West,Bevölkerung,
2015,DX04,BEVTOTAAL,34363,DX04 Bos en Lommer,E West,Bevölkerung,
2015,DX05,BEVTOTAAL,72139,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2015,DX06,BEVTOTAAL,43958,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2015,DX07,BEVTOTAAL,37840,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2015,DX08,BEVTOTAAL,28249,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2015,DX09,BEVTOTAAL,36754,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2015,DX10,BEVTOTAAL,54137,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2015,DX11,BEVTOTAAL,22851,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2015,DX12,BEVTOTAAL,64450,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2015,DX13,BEVTOTAAL,33845,DX13 Oud-Oost,M Oost,Bevölkerung,
2015,DX14,BEVTOTAAL,41182,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2015,DX15,BEVTOTAAL,31682,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2015,DX16,BEVTOTAAL,21981,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2015,DX17,BEVTOTAAL,36298,DX17 Noord-West,N Noord,Bevölkerung,
2015,DX18,BEVTOTAAL,26620,DX18 Oud-Noord,N Noord,Bevölkerung,
2015,DX19,BEVTOTAAL,28406,DX19 Noord-Oost,N Noord,Bevölkerung,
2015,DX20,BEVTOTAAL,23451,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2015,DX21,BEVTOTAAL,26787,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2015,DX22,BEVTOTAAL,34329,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2014,DX01,BEVTOTAAL,43356,DX01 Centrum-West,A Centrum,Bevölkerung,
2014,DX02,BEVTOTAAL,42743,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2014,DX03,BEVTOTAAL,35714,DX03 Westerpark,E West,Bevölkerung,
2014,DX04,BEVTOTAAL,33842,DX04 Bos en Lommer,E West,Bevölkerung,
2014,DX05,BEVTOTAAL,71542,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2014,DX06,BEVTOTAAL,42841,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2014,DX07,BEVTOTAAL,37104,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2014,DX08,BEVTOTAAL,28278,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2014,DX09,BEVTOTAAL,35866,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2014,DX10,BEVTOTAAL,53631,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2014,DX11,BEVTOTAAL,21942,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2014,DX12,BEVTOTAAL,63950,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2014,DX13,BEVTOTAAL,32833,DX13 Oud-Oost,M Oost,Bevölkerung,
2014,DX14,BEVTOTAAL,41285,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2014,DX15,BEVTOTAAL,30474,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2014,DX16,BEVTOTAAL,21565,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2014,DX17,BEVTOTAAL,35817,DX17 Noord-West,N Noord,Bevölkerung,
2014,DX18,BEVTOTAAL,26245,DX18 Oud-Noord,N Noord,Bevölkerung,
2014,DX19,BEVTOTAAL,27844,DX19 Noord-Oost,N Noord,Bevölkerung,
2014,DX20,BEVTOTAAL,23186,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2014,DX21,BEVTOTAAL,26548,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2014,DX22,BEVTOTAAL,34337,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2013,DX01,BEVTOTAAL,42823,DX01 Centrum-West,A Centrum,Bevölkerung,
2013,DX02,BEVTOTAAL,42792,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2013,DX03,BEVTOTAAL,35407,DX03 Westerpark,E West,Bevölkerung,
2013,DX04,BEVTOTAAL,33037,DX04 Bos en Lommer,E West,Bevölkerung,
2013,DX05,BEVTOTAAL,70236,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2013,DX06,BEVTOTAAL,42556,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2013,DX07,BEVTOTAAL,36523,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2013,DX08,BEVTOTAAL,28168,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2013,DX09,BEVTOTAAL,34670,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2013,DX10,BEVTOTAAL,53143,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2013,DX11,BEVTOTAAL,21642,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2013,DX12,BEVTOTAAL,63116,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2013,DX13,BEVTOTAAL,32127,DX13 Oud-Oost,M Oost,Bevölkerung,
2013,DX14,BEVTOTAAL,40738,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2013,DX15,BEVTOTAAL,28996,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2013,DX16,BEVTOTAAL,20986,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2013,DX17,BEVTOTAAL,35427,DX17 Noord-West,N Noord,Bevölkerung,
2013,DX18,BEVTOTAAL,25803,DX18 Oud-Noord,N Noord,Bevölkerung,
2013,DX19,BEVTOTAAL,27204,DX19 Noord-Oost,N Noord,Bevölkerung,
2013,DX20,BEVTOTAAL,23111,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2013,DX21,BEVTOTAAL,26267,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2013,DX22,BEVTOTAAL,34365,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2012,DX01,BEVTOTAAL,42599,DX01 Centrum-West,A Centrum,Bevölkerung,
2012,DX02,BEVTOTAAL,41939,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2012,DX03,BEVTOTAAL,35358,DX03 Westerpark,E West,Bevölkerung,
2012,DX04,BEVTOTAAL,31971,DX04 Bos en Lommer,E West,Bevölkerung,
2012,DX05,BEVTOTAAL,67855,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2012,DX06,BEVTOTAAL,42230,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2012,DX07,BEVTOTAAL,36081,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2012,DX08,BEVTOTAAL,28231,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2012,DX09,BEVTOTAAL,33443,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2012,DX10,BEVTOTAAL,53806,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2012,DX11,BEVTOTAAL,21598,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2012,DX12,BEVTOTAAL,62199,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2012,DX13,BEVTOTAAL,32399,DX13 Oud-Oost,M Oost,Bevölkerung,
2012,DX14,BEVTOTAAL,40805,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2012,DX15,BEVTOTAAL,29138,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2012,DX16,BEVTOTAAL,19933,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2012,DX17,BEVTOTAAL,34527,DX17 Noord-West,N Noord,Bevölkerung,
2012,DX18,BEVTOTAAL,25790,DX18 Oud-Noord,N Noord,Bevölkerung,
2012,DX19,BEVTOTAAL,27025,DX19 Noord-Oost,N Noord,Bevölkerung,
2012,DX20,BEVTOTAAL,22072,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2012,DX21,BEVTOTAAL,26023,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2012,DX22,BEVTOTAAL,34771,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2011,DX01,BEVTOTAAL,42316,DX01 Centrum-West,A Centrum,Bevölkerung,
2011,DX02,BEVTOTAAL,41711,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2011,DX03,BEVTOTAAL,34874,DX03 Westerpark,E West,Bevölkerung,
2011,DX04,BEVTOTAAL,31372,DX04 Bos en Lommer,E West,Bevölkerung,
2011,DX05,BEVTOTAAL,67073,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2011,DX06,BEVTOTAAL,41481,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2011,DX07,BEVTOTAAL,35376,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2011,DX08,BEVTOTAAL,28238,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2011,DX09,BEVTOTAAL,33091,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2011,DX10,BEVTOTAAL,53435,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2011,DX11,BEVTOTAAL,20885,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2011,DX12,BEVTOTAAL,61541,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2011,DX13,BEVTOTAAL,32450,DX13 Oud-Oost,M Oost,Bevölkerung,
2011,DX14,BEVTOTAAL,40790,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2011,DX15,BEVTOTAAL,28870,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2011,DX16,BEVTOTAAL,18124,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2011,DX17,BEVTOTAAL,34348,DX17 Noord-West,N Noord,Bevölkerung,
2011,DX18,BEVTOTAAL,25750,DX18 Oud-Noord,N Noord,Bevölkerung,
2011,DX19,BEVTOTAAL,26577,DX19 Noord-Oost,N Noord,Bevölkerung,
2011,DX20,BEVTOTAAL,21413,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2011,DX21,BEVTOTAAL,25835,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2011,DX22,BEVTOTAAL,34760,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2010,DX01,BEVTOTAAL,41907,DX01 Centrum-West,A Centrum,Bevölkerung,
2010,DX02,BEVTOTAAL,40803,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2010,DX03,BEVTOTAAL,34057,DX03 Westerpark,E West,Bevölkerung,
2010,DX04,BEVTOTAAL,30965,DX04 Bos en Lommer,E West,Bevölkerung,
2010,DX05,BEVTOTAAL,66273,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2010,DX06,BEVTOTAAL,40472,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2010,DX07,BEVTOTAAL,34489,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2010,DX08,BEVTOTAAL,28180,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2010,DX09,BEVTOTAAL,32114,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2010,DX10,BEVTOTAAL,52591,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2010,DX11,BEVTOTAAL,20535,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2010,DX12,BEVTOTAAL,60682,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2010,DX13,BEVTOTAAL,32177,DX13 Oud-Oost,M Oost,Bevölkerung,
2010,DX14,BEVTOTAAL,40156,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2010,DX15,BEVTOTAAL,28312,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2010,DX16,BEVTOTAAL,15970,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2010,DX17,BEVTOTAAL,34517,DX17 Noord-West,N Noord,Bevölkerung,
2010,DX18,BEVTOTAAL,25508,DX18 Oud-Noord,N Noord,Bevölkerung,
2010,DX19,BEVTOTAAL,26302,DX19 Noord-Oost,N Noord,Bevölkerung,
2010,DX20,BEVTOTAAL,21008,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2010,DX21,BEVTOTAAL,25853,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2010,DX22,BEVTOTAAL,34647,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2009,DX01,BEVTOTAAL,40431,DX01 Centrum-West,A Centrum,Bevölkerung,
2009,DX02,BEVTOTAAL,40872,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2009,DX03,BEVTOTAAL,34148,DX03 Westerpark,E West,Bevölkerung,
2009,DX04,BEVTOTAAL,30448,DX04 Bos en Lommer,E West,Bevölkerung,
2009,DX05,BEVTOTAAL,65396,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2009,DX06,BEVTOTAAL,40741,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2009,DX07,BEVTOTAAL,32543,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2009,DX08,BEVTOTAAL,28254,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2009,DX09,BEVTOTAAL,31507,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
2009,DX10,BEVTOTAAL,51770,DX10 Oud-Zuid,K Zuid,Bevölkerung,
2009,DX11,BEVTOTAAL,20323,DX11 Buitenveldert, Zuidas,K Zuid,Bevölkerung,
2009,DX12,BEVTOTAAL,60060,DX12 De Pijp, Rivierenbuurt,K Zuid,Bevölkerung,
2009,DX13,BEVTOTAAL,31998,DX13 Oud-Oost,M Oost,Bevölkerung,
2009,DX14,BEVTOTAAL,39443,DX14 Indische Buurt, Oostelijk Havengebied,M Oost,Bevölkerung,
2009,DX15,BEVTOTAAL,27765,DX15 Watergraafsmeer,M Oost,Bevölkerung,
2009,DX16,BEVTOTAAL,13239,DX16 IJburg, Zeeburgereiland,M Oost,Bevölkerung,
2009,DX17,BEVTOTAAL,34664,DX17 Noord-West,N Noord,Bevölkerung,
2009,DX18,BEVTOTAAL,25448,DX18 Oud-Noord,N Noord,Bevölkerung,
2009,DX19,BEVTOTAAL,26569,DX19 Noord-Oost,N Noord,Bevölkerung,
2009,DX20,BEVTOTAAL,20819,DX20 Bijlmer-Centrum, Amstel III,T Zuidoost,Bevölkerung,
2009,DX21,BEVTOTAAL,25153,DX21 Bijlmer-Oost,T Zuidoost,Bevölkerung,
2009,DX22,BEVTOTAAL,34518,DX22 Gaasperdam, Driemond,T Zuidoost,Bevölkerung,
2008,DX01,BEVTOTAAL,40765,DX01 Centrum-West,A Centrum,Bevölkerung,
2008,DX02,BEVTOTAAL,40552,DX02 Centrum-Oost,A Centrum,Bevölkerung,
2008,DX03,BEVTOTAAL,34320,DX03 Westerpark,E West,Bevölkerung,
2008,DX04,BEVTOTAAL,30078,DX04 Bos en Lommer,E West,Bevölkerung,
2008,DX05,BEVTOTAAL,65251,DX05 Oud-West, De Baarsjes,E West,Bevölkerung,
2008,DX06,BEVTOTAAL,41384,DX06 Geuzenveld, Slotermeer, Sloterdijken,F Nieuw-West,Bevölkerung,
2008,DX07,BEVTOTAAL,31475,DX07 Osdorp,F Nieuw-West,Bevölkerung,
2008,DX08,BEVTOTAAL,28314,DX08 De Aker, Sloten, Nieuw-Sloten,F Nieuw-West,Bevölkerung,
2008,DX09,BEVTOTAAL,30875,DX09 Slotervaart,F Nieuw-West,Bevölkerung,
